instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
4872,2011-07-26,3,0,7,21,0,2,1,1,0.78,0.7121,0.49,0.2239,267
4756,2011-07-22,3,0,7,1,0,5,1,1,0.8,0.7879,0.63,0.0,24
11344,2012-04-22,2,1,4,20,0,0,0,3,0.36,0.3333,0.93,0.4179,35
12256,2012-05-30,2,1,5,20,0,3,1,2,0.54,0.5152,0.6,0.1343,431
11320,2012-04-21,2,1,4,20,0,6,0,3,0.5,0.4848,0.82,0.2985,39
3602,2011-06-03,2,0,6,23,0,5,1,1,0.58,0.5455,0.46,0.1045,171
8919,2012-01-12,1,1,1,11,0,4,1,2,0.34,0.3485,0.81,0.1045,119
8551,2011-12-28,1,0,12,0,0,3,1,1,0.32,0.3182,0.87,0.1642,10
10425,2012-03-15,1,1,3,11,0,4,1,1,0.56,0.5303,0.6,0.1343,211
2821,2011-05-02,2,0,5,10,0,1,1,2,0.54,0.5152,0.77,0.2239,108
12864,2012-06-25,3,1,6,4,0,1,1,1,0.66,0.6061,0.78,0.2537,4
8496,2011-12-25,1,0,12,16,0,0,0,1,0.36,0.3636,0.57,0.1045,86
12296,2012-06-01,2,1,6,12,0,5,1,2,0.7,0.6667,0.74,0.3582,310
2335,2011-04-12,2,0,4,4,0,2,1,2,0.56,0.5303,0.64,0.1343,6
10334,2012-03-11,1,1,3,16,0,0,0,1,0.5,0.4848,0.31,0.3582,509
6693,2011-10-11,4,0,10,10,0,2,1,2,0.6,0.5909,0.69,0.1343,149
12903,2012-06-26,3,1,6,19,0,2,1,1,0.72,0.6515,0.28,0.2239,612
11141,2012-04-14,2,1,4,9,0,6,0,1,0.42,0.4242,0.54,0.1343,265
5199,2011-08-09,3,0,8,12,0,2,1,1,0.82,0.7879,0.56,0.19399999999999998,185
3054,2011-05-12,2,0,5,3,0,4,1,1,0.44,0.4394,0.88,0.1343,5
10025,2012-02-27,1,1,2,17,0,1,1,1,0.54,0.5152,0.24,0.4478,529
2929,2011-05-06,2,0,5,22,0,5,1,1,0.46,0.4545,0.72,0.2239,151
9914,2012-02-23,1,1,2,2,0,4,1,2,0.44,0.4394,0.62,0.2239,9
5818,2011-09-04,3,0,9,20,0,0,0,1,0.74,0.6970000000000001,0.7,0.2985,229
4411,2011-07-07,3,0,7,16,0,4,1,1,0.86,0.7727,0.39,0.2239,265
12850,2012-06-24,3,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.2985,551
9513,2012-02-06,1,1,2,7,0,1,1,1,0.16,0.1818,0.86,0.1045,234
7723,2011-11-23,4,0,11,9,0,3,1,2,0.52,0.5,0.94,0.19399999999999998,167
6673,2011-10-10,4,0,10,14,1,1,0,1,0.74,0.6515,0.37,0.0,370
2445,2011-04-16,2,0,4,18,0,6,0,2,0.5,0.4848,0.94,0.3881,38
9913,2012-02-23,1,1,2,1,0,4,1,2,0.44,0.4394,0.58,0.2836,15
1594,2011-03-11,1,0,3,21,0,5,1,2,0.3,0.2879,0.52,0.2537,53
14620,2012-09-06,3,1,9,8,0,4,1,3,0.7,0.6667,0.79,0.0,646
3264,2011-05-20,2,0,5,21,0,5,1,1,0.56,0.5303,0.64,0.1045,195
4348,2011-07-05,3,0,7,1,0,2,1,1,0.7,0.6515,0.65,0.1045,39
5925,2011-09-09,3,0,9,9,0,5,1,3,0.62,0.5455,0.94,0.1642,136
17306,2012-12-28,1,1,12,22,0,5,1,2,0.24,0.2576,0.7,0.0896,62
17037,2012-12-17,4,1,12,15,0,1,1,2,0.42,0.4242,0.88,0.0,211
3439,2011-05-28,2,0,5,4,0,6,0,1,0.56,0.5303,0.88,0.2537,4
14732,2012-09-11,3,1,9,0,0,2,1,1,0.52,0.5,0.59,0.1045,32
2137,2011-04-03,2,0,4,21,0,0,0,2,0.42,0.4242,0.44,0.2239,45
665,2011-01-31,1,0,1,0,0,1,1,2,0.24,0.2273,0.65,0.2239,7
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,8
51,2011-01-03,1,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836,3
3939,2011-06-18,2,0,6,0,0,6,0,1,0.62,0.5606,0.88,0.1343,104
9751,2012-02-16,1,1,2,5,0,4,1,2,0.3,0.3333,0.7,0.0,20
9144,2012-01-21,1,1,1,21,0,6,0,1,0.18,0.1515,0.74,0.3284,69
5618,2011-08-26,3,0,8,23,0,5,1,1,0.7,0.6667,0.84,0.0896,136
7268,2011-11-04,4,0,11,10,0,5,1,2,0.42,0.4242,0.71,0.3284,134
9157,2012-01-22,1,1,1,10,0,0,0,2,0.16,0.1364,0.74,0.2836,129
16902,2012-12-12,4,1,12,0,0,3,1,1,0.3,0.303,0.52,0.1642,34
3412,2011-05-27,2,0,5,1,0,5,1,1,0.7,0.6515,0.58,0.2985,50
4374,2011-07-06,3,0,7,3,0,3,1,1,0.7,0.6667,0.79,0.0,6
13402,2012-07-17,3,1,7,14,0,2,1,1,0.94,0.8333,0.29,0.2537,214
10713,2012-03-27,2,1,3,11,0,2,1,1,0.3,0.303,0.31,0.1642,175
11359,2012-04-23,2,1,4,11,0,1,1,2,0.32,0.2879,0.7,0.3582,101
658,2011-01-30,1,0,1,17,0,0,0,1,0.3,0.2879,0.56,0.19399999999999998,77
17240,2012-12-26,1,1,12,4,0,3,1,1,0.22,0.19699999999999998,0.69,0.3582,2
2004,2011-03-29,2,0,3,8,0,2,1,1,0.24,0.2121,0.35,0.3582,287
14782,2012-09-13,3,1,9,2,0,4,1,1,0.54,0.5152,0.77,0.0,9
8484,2011-12-25,1,0,12,3,0,0,0,1,0.22,0.2727,0.72,0.0,4
388,2011-01-17,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,93
3943,2011-06-18,2,0,6,4,0,6,0,1,0.6,0.5455,0.88,0.0896,5
14942,2012-09-19,3,1,9,18,0,3,1,1,0.58,0.5455,0.4,0.2836,892
1035,2011-02-15,1,0,2,19,0,2,1,1,0.28,0.2879,0.26,0.1343,145
3190,2011-05-17,2,0,5,19,0,2,1,1,0.6,0.5909,0.69,0.2537,349
2096,2011-04-02,2,0,4,4,0,6,0,1,0.24,0.2424,0.7,0.1642,5
8903,2012-01-11,1,1,1,19,0,3,1,3,0.32,0.303,0.93,0.2239,93
9717,2012-02-14,1,1,2,19,0,2,1,2,0.36,0.3485,0.5,0.1642,281
6358,2011-09-27,4,0,9,11,0,2,1,2,0.66,0.5909,0.89,0.1045,123
13161,2012-07-07,3,1,7,13,0,6,0,2,0.96,0.8636,0.31,0.2537,360
16043,2012-11-06,4,1,11,3,0,2,1,1,0.22,0.2424,0.64,0.1045,4
16920,2012-12-12,4,1,12,18,0,3,1,2,0.32,0.303,0.49,0.2239,540
13702,2012-07-30,3,1,7,2,0,1,1,1,0.68,0.6364,0.74,0.0,8
2361,2011-04-13,2,0,4,6,0,3,1,3,0.38,0.3939,0.94,0.2239,34
3547,2011-06-01,2,0,6,16,0,3,1,1,0.86,0.8029999999999999,0.47,0.2985,266
16989,2012-12-15,4,1,12,15,0,6,0,1,0.42,0.4242,0.47,0.0,447
8290,2011-12-17,4,0,12,1,0,6,0,2,0.3,0.2879,0.52,0.2537,43
7250,2011-11-03,4,0,11,16,0,4,1,1,0.52,0.5,0.48,0.19399999999999998,267
15934,2012-11-01,4,1,11,14,0,4,1,2,0.4,0.4091,0.5,0.2239,185
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,16
14363,2012-08-26,3,1,8,15,0,0,0,3,0.64,0.5758,0.89,0.2836,391
3106,2011-05-14,2,0,5,7,0,6,0,3,0.48,0.4697,1.0,0.0,32
15308,2012-10-05,4,1,10,0,0,5,1,1,0.56,0.5303,0.73,0.0,102
8675,2012-01-02,1,1,1,6,1,1,0,1,0.26,0.2273,0.41,0.3881,14
13087,2012-07-04,3,1,7,11,1,3,0,1,0.82,0.7576,0.46,0.1343,485
14283,2012-08-23,3,1,8,7,0,4,1,2,0.62,0.5758,0.83,0.0896,481
17339,2012-12-30,1,1,12,7,0,0,0,1,0.24,0.2121,0.56,0.3582,13
11472,2012-04-28,2,1,4,4,0,6,0,1,0.34,0.3333,0.49,0.1642,2
13370,2012-07-16,3,1,7,6,0,1,1,1,0.68,0.6364,0.79,0.1343,140
4290,2011-07-02,3,0,7,15,0,6,0,1,0.86,0.7273,0.19,0.1642,331
4414,2011-07-07,3,0,7,19,0,4,1,1,0.82,0.7727,0.52,0.2836,365
15205,2012-09-30,4,1,9,17,0,0,0,1,0.62,0.6212,0.35,0.2836,575
14159,2012-08-18,3,1,8,3,0,6,0,1,0.62,0.5606,0.88,0.19399999999999998,30
5475,2011-08-21,3,0,8,0,0,0,0,1,0.7,0.6667,0.74,0.19399999999999998,74
9392,2012-02-01,1,1,2,5,0,3,1,1,0.4,0.4091,0.5,0.1642,18
14094,2012-08-15,3,1,8,10,0,3,1,2,0.72,0.6818,0.62,0.19399999999999998,233
14058,2012-08-13,3,1,8,22,0,1,1,1,0.72,0.6818,0.62,0.3284,192
13671,2012-07-28,3,1,7,19,0,6,0,1,0.68,0.6364,0.83,0.0,338
2472,2011-04-17,2,0,4,21,0,0,0,1,0.5,0.4848,0.42,0.19399999999999998,83
4605,2011-07-15,3,0,7,18,0,5,1,1,0.72,0.6515,0.45,0.2239,496
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,36
12037,2012-05-21,2,1,5,17,0,1,1,2,0.66,0.6212,0.69,0.2537,508
6551,2011-10-05,4,0,10,12,0,3,1,1,0.62,0.6212,0.43,0.3284,214
6763,2011-10-14,4,0,10,8,0,5,1,2,0.56,0.5303,0.9,0.1642,209
11288,2012-04-20,2,1,4,12,0,5,1,1,0.58,0.5455,0.53,0.19399999999999998,362
14906,2012-09-18,3,1,9,6,0,2,1,2,0.64,0.5758,0.89,0.3284,167
4654,2011-07-17,3,0,7,19,0,0,0,1,0.76,0.6970000000000001,0.55,0.2836,379
10377,2012-03-13,1,1,3,11,0,2,1,1,0.54,0.5152,0.73,0.2836,219
12102,2012-05-24,2,1,5,10,0,4,1,1,0.64,0.6061,0.65,0.1343,185
2949,2011-05-07,2,0,5,18,0,6,0,1,0.58,0.5455,0.37,0.1642,289
13377,2012-07-16,3,1,7,13,0,1,1,1,0.84,0.7879,0.49,0.2836,239
7413,2011-11-10,4,0,11,11,0,4,1,2,0.46,0.4545,0.67,0.3881,108
6349,2011-09-27,4,0,9,2,0,2,1,1,0.62,0.5455,0.94,0.1045,11
16857,2012-12-10,4,1,12,3,0,1,1,2,0.38,0.3939,0.94,0.1045,4
3462,2011-05-29,2,0,5,3,0,0,0,1,0.62,0.5606,0.88,0.1045,26
3363,2011-05-25,2,0,5,0,0,3,1,3,0.6,0.5606,0.83,0.2239,35
1098,2011-02-18,1,0,2,11,0,5,1,1,0.44,0.4394,0.72,0.1642,113
11211,2012-04-17,2,1,4,7,0,2,1,1,0.6,0.6212,0.43,0.2537,461
1329,2011-02-28,1,0,2,15,0,1,1,3,0.42,0.4242,1.0,0.2985,35
1066,2011-02-17,1,0,2,3,0,4,1,1,0.34,0.3333,0.53,0.19399999999999998,4
9367,2012-01-31,1,1,1,4,0,2,1,1,0.3,0.2879,0.49,0.19399999999999998,1
14656,2012-09-07,3,1,9,20,0,5,1,1,0.72,0.6818,0.66,0.2239,391
2282,2011-04-09,2,0,4,22,0,6,0,2,0.36,0.3485,0.93,0.1343,87
13348,2012-07-15,3,1,7,8,0,0,0,2,0.7,0.6667,0.84,0.1343,133
609,2011-01-28,1,0,1,14,0,5,1,3,0.22,0.2727,0.8,0.0,38
3051,2011-05-12,2,0,5,0,0,4,1,2,0.46,0.4545,0.88,0.2239,44
2118,2011-04-03,2,0,4,2,0,0,0,1,0.26,0.2727,0.7,0.1343,24
13135,2012-07-06,3,1,7,11,0,5,1,1,0.84,0.7273,0.32,0.0896,233
9188,2012-01-23,1,1,1,17,0,1,1,2,0.24,0.2576,0.96,0.1045,276
5447,2011-08-19,3,0,8,20,0,5,1,3,0.62,0.5758,0.83,0.2985,58
3434,2011-05-27,2,0,5,23,0,5,1,1,0.58,0.5455,0.88,0.1343,127
16855,2012-12-10,4,1,12,1,0,1,1,2,0.36,0.3788,1.0,0.0,4
6952,2011-10-22,4,0,10,6,0,6,0,1,0.36,0.3788,0.71,0.0,18
1024,2011-02-15,1,0,2,8,0,2,1,1,0.2,0.1818,0.32,0.3582,223
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.19699999999999998,0.93,0.0896,19
15028,2012-09-23,4,1,9,8,0,0,0,1,0.48,0.4697,0.55,0.3582,175
1412,2011-03-04,1,0,3,2,0,5,1,2,0.18,0.1818,0.64,0.19399999999999998,2
4280,2011-07-02,3,0,7,5,0,6,0,1,0.58,0.5455,0.73,0.1045,14
5776,2011-09-03,3,0,9,2,0,6,0,2,0.64,0.6061,0.69,0.2239,41
15439,2012-10-10,4,1,10,11,0,3,1,1,0.54,0.5152,0.52,0.19399999999999998,291
10312,2012-03-10,1,1,3,17,0,6,0,1,0.36,0.3788,0.23,0.0,354
2003,2011-03-29,2,0,3,7,0,2,1,1,0.22,0.19699999999999998,0.41,0.3582,133
10891,2012-04-03,2,1,4,22,0,2,1,1,0.5,0.4848,0.51,0.0,158
1043,2011-02-16,1,0,2,4,0,3,1,1,0.2,0.19699999999999998,0.51,0.19399999999999998,1
9021,2012-01-16,1,1,1,17,1,1,0,1,0.26,0.2273,0.48,0.3284,193
8205,2011-12-13,4,0,12,12,0,2,1,1,0.36,0.3333,0.43,0.3582,167
5229,2011-08-10,3,0,8,18,0,3,1,1,0.82,0.7121,0.28,0.2985,559
7686,2011-11-21,4,0,11,20,0,1,1,3,0.4,0.4091,0.87,0.2239,80
15498,2012-10-12,4,1,10,22,0,5,1,1,0.4,0.4091,0.47,0.2985,160
10147,2012-03-03,1,1,3,20,0,6,0,1,0.44,0.4394,0.3,0.1343,149
972,2011-02-13,1,0,2,2,0,0,0,2,0.2,0.2273,0.75,0.0896,20
12490,2012-06-09,2,1,6,14,0,6,0,1,0.82,0.6970000000000001,0.23,0.19399999999999998,593
6935,2011-10-21,4,0,10,13,0,5,1,1,0.48,0.4697,0.48,0.3284,206
14385,2012-08-27,3,1,8,13,0,1,1,1,0.76,0.7121,0.57,0.1642,288
2555,2011-04-21,2,0,4,8,0,4,1,2,0.4,0.4091,0.5,0.4925,365
7803,2011-11-26,4,0,11,17,0,6,0,2,0.46,0.4545,0.47,0.1343,184
9141,2012-01-21,1,1,1,18,0,6,0,2,0.2,0.1818,0.75,0.3881,110
8028,2011-12-06,4,0,12,3,0,2,1,2,0.46,0.4545,0.87,0.19399999999999998,3
2815,2011-05-02,2,0,5,4,0,1,1,1,0.44,0.4394,0.77,0.1642,17
9560,2012-02-08,1,1,2,6,0,3,1,2,0.24,0.2879,0.7,0.0,98
2451,2011-04-17,2,0,4,0,0,0,0,2,0.44,0.4394,0.77,0.2836,33
14426,2012-08-29,3,1,8,6,0,3,1,1,0.6,0.5909,0.73,0.19399999999999998,181
7246,2011-11-03,4,0,11,12,0,4,1,1,0.5,0.4848,0.51,0.19399999999999998,179
7581,2011-11-17,4,0,11,11,0,4,1,3,0.32,0.303,0.66,0.3284,97
12688,2012-06-17,2,1,6,20,0,0,0,1,0.62,0.6212,0.57,0.19399999999999998,302
17075,2012-12-19,4,1,12,5,0,3,1,1,0.26,0.2879,0.75,0.0896,31
6851,2011-10-18,4,0,10,0,0,2,1,1,0.48,0.4697,0.82,0.0,31
9237,2012-01-25,1,1,1,18,0,3,1,1,0.32,0.3333,0.66,0.1343,439
358,2011-01-16,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,32
14492,2012-09-01,3,1,9,0,0,6,0,1,0.74,0.6818,0.62,0.1045,168
4470,2011-07-10,3,0,7,3,0,0,0,1,0.66,0.6212,0.74,0.0896,25
11393,2012-04-24,2,1,4,21,0,2,1,2,0.46,0.4545,0.28,0.1642,226
11166,2012-04-15,2,1,4,10,0,0,0,1,0.58,0.5455,0.53,0.2239,421
3618,2011-06-04,2,0,6,15,0,6,0,2,0.74,0.6515,0.27,0.4179,404
10611,2012-03-23,2,1,3,5,0,5,1,2,0.5,0.4848,0.94,0.0,34
9125,2012-01-21,1,1,1,2,0,6,0,3,0.14,0.2121,0.86,0.0,26
16807,2012-12-08,4,1,12,1,0,6,0,2,0.36,0.3485,0.93,0.1343,100
4255,2011-07-01,3,0,7,4,0,5,1,1,0.62,0.6212,0.57,0.0,6
2500,2011-04-19,2,0,4,1,0,2,1,1,0.46,0.4545,0.63,0.2239,7
16469,2012-11-23,4,1,11,22,0,5,1,1,0.44,0.4394,0.33,0.5224,79
5158,2011-08-07,3,0,8,19,0,0,0,1,0.72,0.6970000000000001,0.79,0.1642,228
6154,2011-09-18,3,0,9,23,0,0,0,1,0.54,0.5152,0.68,0.19399999999999998,54
8511,2011-12-26,1,0,12,8,1,1,0,1,0.32,0.3333,0.45,0.1343,18
12565,2012-06-12,2,1,6,17,0,2,1,2,0.66,0.5909,0.89,0.2836,681
15755,2012-10-23,4,1,10,15,0,2,1,1,0.68,0.6364,0.41,0.2239,346
15582,2012-10-16,4,1,10,10,0,2,1,1,0.5,0.4848,0.48,0.2836,222
8196,2011-12-13,4,0,12,3,0,2,1,1,0.18,0.2424,0.8,0.0,3
12996,2012-06-30,3,1,6,16,0,6,0,1,0.9,0.7879,0.29,0.1642,373
10908,2012-04-04,2,1,4,15,0,3,1,2,0.64,0.6212,0.44,0.2836,268
13438,2012-07-19,3,1,7,2,0,4,1,1,0.72,0.6818,0.7,0.19399999999999998,7
12405,2012-06-06,2,1,6,1,0,3,1,1,0.52,0.5,0.68,0.0,27
1347,2011-03-01,1,0,3,9,0,2,1,1,0.22,0.19699999999999998,0.55,0.4179,124
6428,2011-09-30,4,0,9,9,0,5,1,1,0.56,0.5303,0.73,0.19399999999999998,237
7552,2011-11-16,4,0,11,6,0,3,1,2,0.46,0.4545,0.94,0.0896,56
5251,2011-08-11,3,0,8,16,0,4,1,1,0.8,0.6970000000000001,0.27,0.19399999999999998,298
2481,2011-04-18,2,0,4,6,0,1,1,1,0.4,0.4091,0.82,0.0,54
2639,2011-04-24,2,0,4,20,0,0,0,3,0.6,0.5606,0.83,0.2836,105
6889,2011-10-19,4,0,10,15,0,3,1,3,0.54,0.5152,1.0,0.1343,120
5991,2011-09-12,3,0,9,4,0,1,1,1,0.54,0.5152,0.94,0.1045,4
13659,2012-07-28,3,1,7,7,0,6,0,1,0.72,0.6818,0.7,0.1343,76
17313,2012-12-29,1,1,12,5,0,6,0,2,0.24,0.2424,0.75,0.0896,3
1316,2011-02-28,1,0,2,0,0,1,1,2,0.36,0.3636,0.66,0.1045,30
10176,2012-03-05,1,1,3,1,0,1,1,1,0.24,0.2424,0.48,0.1343,6
2603,2011-04-23,2,0,4,8,0,6,0,2,0.36,0.3333,1.0,0.2537,47
16356,2012-11-19,4,1,11,5,0,1,1,2,0.36,0.3485,0.66,0.2239,39
5208,2011-08-09,3,0,8,21,0,2,1,1,0.78,0.6970000000000001,0.46,0.2537,230
7101,2011-10-28,4,0,10,11,0,5,1,1,0.36,0.3485,0.5,0.2239,168
2459,2011-04-17,2,0,4,8,0,0,0,1,0.38,0.3939,0.46,0.3881,43
11573,2012-05-02,2,1,5,9,0,3,1,2,0.56,0.5303,0.88,0.0,315
12222,2012-05-29,2,1,5,10,0,2,1,1,0.74,0.6970000000000001,0.7,0.2985,183
5859,2011-09-06,3,0,9,14,0,2,1,3,0.54,0.5152,0.88,0.2836,24
11533,2012-04-30,2,1,4,17,0,1,1,1,0.56,0.5303,0.6,0.1642,683
10072,2012-02-29,1,1,2,17,0,3,1,2,0.4,0.4091,0.87,0.1642,253
8701,2012-01-03,1,1,1,8,0,2,1,1,0.16,0.1364,0.55,0.2836,354
1040,2011-02-16,1,0,2,0,0,3,1,1,0.22,0.2576,0.41,0.0896,15
16190,2012-11-12,4,1,11,7,1,1,0,1,0.4,0.4091,0.87,0.0,264
11558,2012-05-01,2,1,5,18,0,2,1,1,0.7,0.6515,0.54,0.1343,743
7683,2011-11-21,4,0,11,17,0,1,1,3,0.42,0.4242,0.94,0.2985,210
12284,2012-06-01,2,1,6,0,0,5,1,1,0.66,0.6212,0.5,0.2537,86
7360,2011-11-08,4,0,11,6,0,2,1,1,0.3,0.3333,0.87,0.0,99
17327,2012-12-29,1,1,12,19,0,6,0,2,0.3,0.2424,0.61,0.2537,97
6460,2011-10-01,4,0,10,17,0,6,0,3,0.4,0.4091,0.76,0.19399999999999998,228
3563,2011-06-02,2,0,6,8,0,4,1,1,0.7,0.6364,0.32,0.2985,467
1148,2011-02-20,1,0,2,14,0,0,0,1,0.36,0.3485,0.27,0.1642,212
13124,2012-07-06,3,1,7,0,0,5,1,1,0.78,0.7424,0.62,0.1343,102
3849,2011-06-14,2,0,6,6,0,2,1,1,0.54,0.5152,0.56,0.2985,113
16294,2012-11-16,4,1,11,15,0,5,1,1,0.42,0.4242,0.38,0.1343,267
13057,2012-07-03,3,1,7,5,0,2,1,1,0.7,0.6515,0.61,0.0,35
17017,2012-12-16,4,1,12,19,0,0,0,1,0.36,0.3485,0.93,0.1343,109
9038,2012-01-17,1,1,1,11,0,2,1,2,0.34,0.3485,0.87,0.1045,75
14824,2012-09-14,3,1,9,20,0,5,1,1,0.66,0.6212,0.61,0.1045,404
114,2011-01-05,1,0,1,22,0,3,1,1,0.18,0.19699999999999998,0.55,0.1343,42
11632,2012-05-04,2,1,5,20,0,5,1,1,0.68,0.6364,0.51,0.1045,313
4451,2011-07-09,3,0,7,8,0,6,0,1,0.7,0.6515,0.7,0.2537,182
11534,2012-04-30,2,1,4,18,0,1,1,2,0.56,0.5303,0.6,0.2239,664
10252,2012-03-08,1,1,3,5,0,4,1,1,0.42,0.4242,0.77,0.2239,29
16351,2012-11-19,4,1,11,0,0,1,1,1,0.36,0.3485,0.66,0.2239,27
2278,2011-04-09,2,0,4,18,0,6,0,2,0.38,0.3939,0.82,0.1045,177
14041,2012-08-13,3,1,8,5,0,1,1,1,0.64,0.6061,0.69,0.1045,36
16692,2012-12-03,4,1,12,6,0,1,1,1,0.36,0.3788,0.93,0.0,138
8940,2012-01-13,1,1,1,8,0,5,1,1,0.24,0.2121,0.52,0.3582,419
3486,2011-05-30,2,0,5,3,1,1,0,1,0.64,0.5606,0.94,0.19399999999999998,18
9736,2012-02-15,1,1,2,14,0,3,1,1,0.42,0.4242,0.41,0.3582,134
11459,2012-04-27,2,1,4,15,0,5,1,1,0.52,0.5,0.29,0.4925,324
15965,2012-11-02,4,1,11,21,0,5,1,2,0.36,0.3333,0.46,0.3582,156
11498,2012-04-29,2,1,4,6,0,0,0,1,0.34,0.3333,0.87,0.1343,7
4292,2011-07-02,3,0,7,17,0,6,0,1,0.84,0.7273,0.3,0.2239,349
8733,2012-01-04,1,1,1,16,0,3,1,2,0.18,0.1667,0.4,0.2836,131
9610,2012-02-10,1,1,2,8,0,5,1,1,0.2,0.2121,0.59,0.1642,448
9791,2012-02-17,1,1,2,21,0,5,1,1,0.38,0.3939,0.37,0.19399999999999998,129
9372,2012-01-31,1,1,1,9,0,2,1,1,0.3,0.2879,0.52,0.19399999999999998,261
15068,2012-09-25,4,1,9,0,0,2,1,1,0.46,0.4545,0.67,0.1642,64
16881,2012-12-11,4,1,12,3,0,2,1,3,0.36,0.3333,0.76,0.2836,3
2928,2011-05-06,2,0,5,21,0,5,1,1,0.48,0.4697,0.67,0.1343,152
11290,2012-04-20,2,1,4,14,0,5,1,1,0.64,0.6212,0.44,0.2239,394
4619,2011-07-16,3,0,7,8,0,6,0,1,0.66,0.6212,0.65,0.1642,127
4903,2011-07-28,3,0,7,4,0,4,1,1,0.7,0.6515,0.61,0.1045,6
9720,2012-02-14,1,1,2,22,0,2,1,2,0.36,0.3636,0.5,0.1045,77
7572,2011-11-17,4,0,11,2,0,4,1,2,0.42,0.4242,0.82,0.2239,5
9004,2012-01-16,1,1,1,0,1,1,0,1,0.14,0.1515,0.46,0.1343,25
7699,2011-11-22,4,0,11,9,0,2,1,3,0.4,0.4091,0.94,0.0,149
4639,2011-07-17,3,0,7,4,0,0,0,1,0.62,0.5909,0.73,0.1642,10
16739,2012-12-05,4,1,12,5,0,3,1,1,0.5,0.4848,0.59,0.2836,49
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,76
14569,2012-09-04,3,1,9,5,0,2,1,2,0.66,0.5909,0.89,0.0,38
3992,2011-06-20,2,0,6,5,0,1,1,3,0.62,0.5758,0.83,0.1343,3
5162,2011-08-07,3,0,8,23,0,0,0,1,0.7,0.6667,0.79,0.1045,55
8226,2011-12-14,4,0,12,9,0,3,1,2,0.3,0.3333,0.61,0.0,239
5872,2011-09-07,3,0,9,3,0,3,1,3,0.56,0.5303,0.94,0.1343,2
4519,2011-07-12,3,0,7,4,0,2,1,1,0.7,0.6667,0.79,0.1642,6
6182,2011-09-20,3,0,9,3,0,2,1,2,0.54,0.5152,0.83,0.2239,3
10613,2012-03-23,2,1,3,7,0,5,1,2,0.5,0.4848,0.93,0.1343,346
12106,2012-05-24,2,1,5,14,0,4,1,1,0.74,0.6818,0.55,0.2239,252
4930,2011-07-29,3,0,7,7,0,5,1,2,0.74,0.7121,0.79,0.0896,254
10490,2012-03-18,1,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642,14
15319,2012-10-05,4,1,10,11,0,5,1,1,0.7,0.6515,0.48,0.19399999999999998,304
9931,2012-02-23,1,1,2,19,0,4,1,1,0.5,0.4848,0.39,0.0896,369
7027,2011-10-25,4,0,10,9,0,2,1,1,0.48,0.4697,0.55,0.2239,223
3100,2011-05-14,2,0,5,1,0,6,0,2,0.5,0.4848,0.88,0.1343,82
3235,2011-05-19,2,0,5,16,0,4,1,1,0.58,0.5455,0.64,0.19399999999999998,302
1600,2011-03-12,1,0,3,3,0,6,0,1,0.24,0.2273,0.65,0.2537,7
4025,2011-06-21,3,0,6,14,0,2,1,1,0.76,0.7121,0.62,0.2239,152
5100,2011-08-05,3,0,8,9,0,5,1,1,0.72,0.6667,0.58,0.1045,226
5764,2011-09-02,3,0,9,14,0,5,1,2,0.7,0.6515,0.61,0.1045,283
15531,2012-10-14,4,1,10,7,0,0,0,1,0.42,0.4242,0.82,0.2239,51
7992,2011-12-04,4,0,12,15,0,0,0,1,0.42,0.4242,0.62,0.19399999999999998,296
7661,2011-11-20,4,0,11,19,0,0,0,2,0.5,0.4848,0.72,0.1045,157
2627,2011-04-24,2,0,4,8,0,0,0,1,0.52,0.5,0.94,0.2239,80
11258,2012-04-19,2,1,4,6,0,4,1,2,0.4,0.4091,0.82,0.1045,120
8109,2011-12-09,4,0,12,12,0,5,1,1,0.36,0.3333,0.57,0.2985,173
15549,2012-10-15,4,1,10,1,0,1,1,2,0.58,0.5455,0.64,0.3881,29
16821,2012-12-08,4,1,12,15,0,6,0,1,0.42,0.4242,0.82,0.1642,541
16741,2012-12-05,4,1,12,7,0,3,1,3,0.46,0.4545,0.59,0.2985,398
8769,2012-01-06,1,1,1,4,0,5,1,1,0.22,0.2273,0.69,0.1343,3
8370,2011-12-20,4,0,12,9,0,2,1,2,0.36,0.3788,0.66,0.0,259
1571,2011-03-10,1,0,3,21,0,4,1,3,0.36,0.3485,0.0,0.2239,28
17249,2012-12-26,1,1,12,13,0,3,1,3,0.22,0.19699999999999998,0.87,0.3284,15
12574,2012-06-13,2,1,6,2,0,3,1,1,0.62,0.5758,0.83,0.1343,4
1451,2011-03-05,1,0,3,17,0,6,0,2,0.48,0.4697,0.59,0.3582,164
